
'SRNPBN2PIO37', 'C',
'NVXILAITS5MW', '0',
'XGU3F2B2DHQD', '0',
'BIEKXLIOUMS7', '0',
'V81JJAJ0QK59', '0',
'J7PZ1O8D95UE', 'D',
'TOU0WNYXDRF9', '0',
'F67TF7PPZF3O', 'D',
'SKT43JCL8RX3', '0',
'6Z3O5752L554', '0',
'CI8R4HLBUKQM', '0',
'DPGACSXOUZPP', '0',
'98N66D8IYA6W', '0',
'OVLAI1088VAM', '0',
'YIUYNGXCJQTD', '0',
'8RIG2FO1SU3Q', '0',
'KYPJKZ3ANWJS', '0',
'DMTGSAEOCFSI', '0',
'642XQX0DVCSK', '0',
'R3B2A1XIOIOX', '0',
'39LW78TDPTFM', 'D',
'EC82RLB8D1KU', 'D',
'DOAWKSN991RX', '0',
'5Q3C2K79RNLQ', 'D',
'A4Q4KI1GY0DE', 'D',
'L6FDVZ2TCF0I', 'C',
'8PGF7P82BD70', '0',
'ZQQ70Y2A0OSI', '0',
'52YX5O5DTZ1W', '0',
'XO02FN4D28DK', 'D',
'HYRQ55DU5NUB', 'D',
'PY0T9EJHXZWV', '0',
'4ZL8VJTAA9CK', 'D',
'9Q24INZTV44P', 'D',
'KML2F53LWC1P', '0',
'2CO3RJES055O', 'D',
'81RI9FVA6ZGX', 'D',
'93C9730Q0IMO', '0',
'QEBO69NKDU5A', 'D',
'OLBSZ7P99GSZ', '0',
'EQIBM1HBOH15', 'D',
'7OX1FZUDN93R', 'D',
'3BCPQ3L9YNSY', '0',
'B4H47NXQQ5TW', 'C',
'H8HT27L3CVPU', '0',
'LWRQAQSHXUEX', 'D',
'X4SYQHG71CAA', '0',
'VR8XWBKGMML1', 'D',
'BYCPT6NCXSPB', 'D',
'4MPDYITFVADJ', '0',
'0Q68ICWCP405', '0',
'CZ1NQ4TJ6XR7', 'D',
'IFJKQPD711XJ', 'D',
'WJ8F6QCVGN59', 'D',
'WK8C1G2EYCGE', 'B',
'8U7DQDQLCAX6', '0',
'CZT0978FND7R', 'D',
'10I7PLUDL93H', 'D',
'WNGF9AL25683', '0',
'ZW9KC4J9T3S4', '0',
'ULUC72HVHB23', '0',
'6H4TQMVM0743', 'D',
'12LX00DJREXX', 'D',
'J7KNRH6LNYUE', 'D',
'2NT6W65L9KJV', '0',
'TXYT5Z8SUT1I', 'D',
'8NTHXO9JQTJ8', 'D',
'DJV3MV24XPA0', '0',
'ZAGUY45AKX3A', '0',
'94FXDX68IIL4', '0',
'KAUE8Z651055', '0',
'V0GTF5SY79OR', 'D',
'SRC9FMY579KS', 'D',
'PYNC4SYAXB7O', 'D',
'C9JFHN9O273U', 'D',
'59A120Z3FFXP', 'D',
'087SJJ8ZH3SG', 'D',
'NU52V2MF5XU5', '0',
'RZ570S34ODG5', '0',
'R3G8CB1ZCVZN', 'D',
'F16H2HZVLA7J', '0',
'07WJULH9QX56', '0',
'SC5060ELJ8SH', '0',
'91LP6KMUV017', '0',
'2009DPXA7ZLB', '0',
'8J7Y7WEYNM1B', 'D',
'UHL6548G8F6M', '0',
'352B0L6JUZXK', 'D',
'U46KE0XW8HW5', '0',
'0JXINEACWG2R', '0',
'0WDONNGRWG3S', '0',
'IS8X7EBCL8VW', 'D',
'IXB90LL2BWLR', 'D',
'GXOD1M61L1TU', 'D',
'HLNJQERIM70Y', '0',
'QGLS4TV5KEQC', '0',
'5V1OCU31GUCT', '0',
'3R29QNNQ7CL2', 'C',
'T6KFXELTFR3O', '0',
'2VUESS7JDY7N', '0',
'O51W3GK1ZYR8', 'D',
'X9H3HAEUV6PU', 'D',
'RXFGJ7GS97Y8', '0',
'2KAQ024PO9EQ', '0',
'KRBQRYXSWX4I', '0',
'9HN5VW4XQLWH', '0',
'OSZLJ5PBUCBB', 'C',
'DK0HA6HB5H8G', '0',
'U2PRN8N1TVHC', '0',
'FF76BMTWXX8K', 'D',
'AYOH5WQ5DQO0', '0',
'G1USHRMJN5MR', 'D',
'Y1WMN6FKGS60', '0',
'C2T9129NZWNU', '0',
'Q1ZSLNEO19CL', '0',
'77MPCQPHUSSA', '0',
'Q511L859BRL2', 'B',
'YPDOQS21EUTL', 'D',
'0J6W3NJ5NDIS', '0',
'F8URVRCO6VXB', 'D',
'VEVQ0AZA86VA', 'D',
'0G9LT5348HW4', '0',
'TKJ9D2C19XAQ', '0',
'JA6L2KSI03V1', '0',
'CEO2D2DYOR2G', '0',
'7VRXD4Q3WMFV', '0',
'C6PM9ML0S8J4', '0',
'QPQQ9ECT5K46', 'D',
'NIHPU7YYB0R8', '0',
'4X2N87MU2UU9', 'D',
'UD0QZHFQBKRA', 'D',
'O1R994R004H8', 'D',
'CCLNHROT40G0', 'D',
'0L4T5RXOLSIU', '0',
'MF1HDI446S23', 'D',
'9VI7BJZQGSX9', '0',
'H7VGADTUD47B', 'D',
'GHEQ398YXUQH', 'D',
'J1DU4DENKGUJ', 'B',
'OGU8HHFXV3UM', '0',
'6IPYDIFOS43K', '0',
'L5VJC4ECWEVE', '0',
'G025NP12E33W', 'D',
'1GZV2LUZ7QMH', '0',
'HPY6ZSRKGXAG', '0',
'Q3W7J2CIJOQ8', 'D',
'5FGNQFRRZYWO', 'D',
'26YD14N6G58I', '0',
'CJWCLEAF2FWX', 'D',
'Y0V9KD7CNQF5', 'D',
'O3S5RFRRP9SP', '0',
'PR6VUK5DQA3C', 'D',
'1ZCJMPE42ZEJ', '0',
'D2YTT2H95LD8', '0',
'Q6ZGTEQVEFOL', '0',
'MS2K4Y6SHZP7', '0',
'ZU2YZTJ73T7C', 'D',
'J7Z37MCDBJO3', '0',
'D81QVDGQ0PS1', '0',
'CFQARP6HA1I1', 'D',
'99BUDP088BH2', 'D',
'INSWJ1BSHXIW', '0',
'4EAR1BM6JS3H', '0',
'MFBP7G9ELF9E', '0',
'IOKMKFUAQ2H3', '0',
'NOR5IUXXVM5X', '0',
'LH3V1LT46WT0', 'D',
'FRWEU3CDT4TX', '0',
'GBIYTVW611HE', '0',
'NTF0K85UOYE9', 'D',
'UWFGUUHO1NU1', 'D',
'EEM1JFQW9563', '0',
'PGGGPRJLWANW', '0',
'2MGIP7YXGH02', '0',
'LQABGKWJ5NFM', '0',
'A0KDU2FKN5DN', 'D',
'GUXIM6GI8EUL', 'D',
'8QAF4V7OR5V4', '0',
'Z85IQDJ25ANU', '0',
'4U04DZ508F9W', 'D',
'8UAB9L9VC3NQ', '0',
'JCQ2A0ETGACU', '0',
'4VICITFYIL0I', '0',
'F9L7XMMAHRGH', 'D',
'FR708LUE9H77', '0',
'33L7DSDB56E6', '0',
'3A3O30CCDOUG', '0',
'4WJWAXZ5U40O', 'D',
'W0IL8X0X9LKG', '0',
'9IPYZLQWQ2QS', 'D',
'POSSGQVGI9KV', 'D',
'OD3RI22N32YT', '0',
'2633KU2E86R9', 'D',
'R6XX4G4NXWIC', '0',
'UI7LWFCF0IYZ', '0',
'KCM6RQWZKAIT', '0',
'DEPVQ8EURT5C', 'D',
'YR9R9RMII1LG', '0',
'ZLBH24E9KM66', 'C',
'5DHBY9TSOGCW', 'D',
'9JOOJPYRIOSS', '0',
'80UTJTIAPT71', '0',
'6JIRACMXK7U3', 'D',
'00E840TQD2IQ', '0',
'VNAJQQWLOXDT', 'D',
'T9K8M6ANAKDT', 'D',
'11IRMASPJB3M', 'D',
'PCSFJQXIOA15', 'D',
'NYI7YXVRMFEK', 'D',
'ZT4R9UUT3QJI', 'D',
'4SML3QIXHI2G', '0',
'UPERSJR6164C', '0',
'HTCGQ66C4YJN', 'D',
'SJ4H7DTRR5LK', 'D',
'EUGQGYCHVWXP', 'D',
'K0C422OQXGRK', 'D',
'QQWWWDB91HOW', '0',
'SZE5EP8GQTKR', '0',
'6OF4ANUGN20D', '0',
'5M12JF9TU60A', '0',
'2UBS3BTQUW8H', '0',
'IODDB4TX23PR', '0',
'K2CAYLCNMQ5G', '0',
'POLTPM5PPKZE', 'D',
'D5Q4NUN7P5XP', '0',
'CTHF1IAFYC5F', 'D',
'Z3XC9XEBZZW6', '0',
'QPBNYIBYZQB6', 'D',
'8Q8DXLYT006N', 'D',
'QQJHDPPZ1Y4G', '0',
'PW4YE2WFHD81', 'D',
'V62883A0GPCN', '0',
'WBUXNR1T5K41', 'D',
'SVZQBJLCWPFE', 'D',
'NP70MHG1ADUE', 'B',
'YMICO6FNUKQE', '0',
'4UXZF3FBNNQY', '0',
'D0MSZYMO0T43', 'D',
'QD6OQMBI5WZY', 'D',
'7IDSAHSAH4EY', '0',
'EWOV9Q3I6HRQ', '0',
'NPG627SEX65L', '0',
'PRB3GRHXSXND', 'D',
'T4FAPDWZMQWT', '0',
'XDHTPBM3LWJS', '0',
'5TETL3E6GVVK', 'D',
'O9UBT9ND5E6S', 'D',
'NNUA6G9A564Y', '0',
'KCG9MTU9S7L2', '0',
'PMDKCU5FST8W', '0',
'AHXGONBUX2H5', '0',
'4OFT574IGMRI', 'D',
'0XAQI3T2U8TH', '0',
'SVHOHEB5U1PQ', '0',
'6G5IXIK7L57T', 'D',
'RQETHPU11023', '0',
'HSBMECOBLVWC', '0',
'X5A0OPRO332S', '0',
'ST2XAJ7N6HBV', 'D',
'P4YIZ30TVWZP', '0',
'0HG3EB8M7VS6', '0',
'0NU5GXVCBRCC', '0',
'9MUO5ZMF289E', '0',
'ND7T3EREFY3R', '0',
'1KXOR0TFG6AD', '0',
'ABZGQES2IWCN', 'D',
'4EY69CVEI2HF', 'D',
'UQJXJLTBXTF0', 'D',
'UB6EQ2A1QXGF', '0',
'X41TB49RXTNQ', '0',
'8KRJEFTA7WB6', '0',
'MX75IJBWVKMB', 'D',
'PQY12IDUVSA3', '0',
'92KVOO22CDFE', 'D',
'M24W2N4ZPVBH', 'C',
'WZFNKWEAEG0I', '0',
'D2K9PIMYR7NC', 'D',
'JGYIIFK6BBKN', 'D',
'XS28037U7NLQ', '0',
'GDXOVDTF4EIC', 'D',
'ZAQ3FBETDSY3', '0',
'PSHYA62LS8II', 'D',
'ONQVZKG8EKK6', '0',
'1KAMJPXTUHVG', '0',
'UQKNAGWBZELU', '0',
'NTIIAHHM2NTI', '0',
'Q0JEL207IKBW', 'D',
'AZQ97RWXDQW3', 'D',
'EDJN13HX0IWM', 'D',
'H16NI5J4W9VU', 'D',
'TGAH6JEC3LRO', 'D',
'HZFE2FC14I5U', 'D',
'I7W5NE278WMJ', '0',
'3DJIDICS7GGZ', '0',
'F2U80ZSWRH12', '0',
'DWYVIL27PXKA', 'D',
'UPAN6BFZL1KR', '0',
'0SA6765KRY4R', '0',
'ZYGSFYG6SSRX', '0',
'GWFWT3D1WY8Z', '0',
'B7I2IIPQUU7A', 'B',
'I42SMWMTQHHK', 'D',
'F8RR6ZG97Z1U', '0',
'121PGP0ASBPU', 'D',
'GLLQBHJVDX7B', '0',
'7APXCIMJ734K', 'D',
'N2ZK5GVB0DPM', '0',
'WATOGT6U26O4', '0',
'2F5FO6V4VJ3X', 'D',
'23TQOKUM4BM7', 'D',
'Z7RLJLGUKBAB', 'D',
'3DCPQCMTCU5Y', '0',
'FDFSUVMWTR7N', '0',
'AJ6FRLGDBCZ4', 'D',
'U5F5A5PZ38SG', 'D',
'FRZ7USB9VCQ6', 'D',
'13LVYXUUJSCA', 'D',
'JV46KRVQPB4W', 'D',
'MFH5CR6BYI0Z', 'D',
'OI7FATSYXOAQ', '0',
'4U5PV9GO1PQV', '0',
'8Y03KXO9Z0CP', '0',
'9ASYYOL71AOM', 'D',
'M3EERKZS7HMX', '0',
'2G25OPP1FAP3', 'D',
'SDQ4VLVFI7OS', '0',
'CIB8OJSXBWRQ', 'D',
'Z97FDRB8DA2K', '0',
'XDCM4FWPY3T1', '0',
'YDA1BTB9QRGL', 'D',
'PH94ULZXGX3T', 'D',
'IA3XU7WLP1ZJ', 'C',
'1NZZL2O2LSK6', '0',
'1UOKR32I4EIG', 'D',
'HQ3ZTIU751FR', '0',
'MBF1GR1IRYJ6', '0',
'E33KHWUZJO3K', '0',
'4QFJLU1GYHWB', '0',
'5VDW1402S84X', '0',
'RTVQ5243C7U9', '0',
'Y0GY916U49GA', '0',
'FTY2XYKQRC3Q', 'D',
'4PPW4OKTD0TS', '0',
'6G5Z6D8LDGVG', 'D',
'8NRGXB255572', '0',
'WLFXR9K6XNU8', '0',
'VP8Y6JM7MSH7', 'D',
'M53LP9GLYXWD', '0',
'PHLU32MVWAUG', '0',
'Q3DNOG1Y6U86', '0',
'64YVEVFT5BNW', 'D',
'W65BFRGR6AZG', '0',
'8BXFVA1OC8IC', '0',
'DBK3T3XR5QAC', 'D',
'T0M01QCV1B23', '0',
'XZ0PT3I9V2RZ', '0',
'IBO19YBEGB02', '0',
'KO9IOHN57RJ6', '0',
'ECB67LAOPUEW', 'D',
'L3SRNLJPNOJ3', '0',
'FAM4J1ES21XA', '0',
'XS31903ZL7QU', 'D',
'YF114YO5791G', 'D',
'6PPHM6NCUF6T', '0',
'M6T9LZVZBUZ2', 'D',
'85X5IPWEH81Q', 'D',
'IB0VXR8HATNB', 'D',
'XYGZDEZ1LP8S', 'D',
'K9DK2UWHMD05', 'D',
'H8O0BWQPFL2I', '0',
'IILW9ICEPB9Z', 'D',
'WHIXVWC7M9Z4', '0',
'HOVIH62Y7GNG', '0',
'40Y81AZRCVQC', 'D',
'4AG8X85Z5Y05', '0',
'MW70LC1DQXET', '0',
'3BGVQW4UNPL0', 'D',
'Y2UTA8O4DWKP', '0',
'0TTBR81NRP8Z', '0',
'74VSCXWBCNVU', '0',
'93DJT0PSUBRF', '0',
'PP1YTMGASN1X', 'D',
'1NJZJGRMLLN0', '0',
'TU2690TVG7VX', '0',
'OW10TNFD2BMK', 'D',
'137O1ZMJYR0W', '0',
'09T1VQE61QWZ', 'D',
'60KMQO3U8FAL', 'D',
'D1NLW4OUGAFV', '0',
'0YRSD197G6MR', '0',
'KEE3T2P9NXJT', 'D',
'LML8XVAFRA2Y', '0',
'H0QCKV2Y49I2', '0',
'RQTE2UFOVWV5', '0',
'AD52LQ9ELKO2', '0',
'K5GWTN6C3ZJX', 'D',
'EJRDGXEDLUCL', '0',
'AK25QVSX5A0R', '0',
'J2IJLGHLZ8KM', '0',
'ETWKAWOEIRW8', '0',
'9ETXQOPM7UOJ', 'D',
'M9I45UFPLH7C', '0',
'0KTH7OJ5L2ZT', '0',
'7YDURS0CY8AX', '0',
'EF3WV24BBGAV', 'D',
'DNZTJBDRBVEP', '0',
'6P2OD4SSTZ91', 'D',
'CD74I60WLJ3H', '0',
'M494S3F3PXIM', 'D',
'KZTBZDE2YE3X', '0',
'5R9TQA83YZKC', '0',
'Z51PXFKS1AAI', '0',
'9RBNRT7MYU2W', '0',
'UJ27WD1CO49E', 'D',
'3362C65T8U2L', '0',
'0RFPK9UVYQ4Y', '0',
'7E2X2RK7ZGO2', 'D',
'ZZ5C458JVU3P', 'D',
'RLSRLR0GB6WE', 'D',
'36WOVQS6O8HK', '0',
'V5XPAPESRFGB', 'D',
'QRROS34MITM1', '0',
'UIFMSZ5AH2NP', 'D',
'DGLT9XFYXO6P', 'D',
'ZY4YDXG7A74S', '0',
'CQLEI39DLT40', '0',
'Q70G6JVZZ5IS', 'D',
'GL37VTKJC58X', '0',
'96J806K4X8R8', '0',
'QA0A9KKJHCOS', 'D',
'L8HGOZ4BKANC', '0',
'I63AZSPG2W3J', '0',
'7YD00S48M9C3', '0',
'D6BLT64IWC22', 'D',
'HE98S2IY0GOS', 'C',
'EUTH5NE9FDBG', 'C',
'0XA0BXQYJ6NZ', '0',
'E4LN3AFLR5XP', 'D',
'6YRQ2403W0DQ', 'C',
'J6S90ONY0ZD4', 'D',
'OQAVQ6IHEINR', '0',
'6M6P9IZI8B6Z', '0',
'FSF05DJB44NN', '0',
'79UVCSMJ2P6A', '0',
'QUTZPIVW3PLV', '0',
'E03MUDHO3V65', '0',
'JB5U560E3JWZ', '0',
'1HMGP5USM298', '0',
'KCOJAHH31FZ0', '0',
'G28HMBZQXK21', 'D',
'RCHYBU9VN9ZY', '0',
'PRR7B5H18A3O', 'D',
'INU3SCJOTN0E', 'C',
'CO3H8OVOFY4C', '0',
'JBQ70TJ2O90A', 'D',
'X0L7JFXJUEMJ', '0',
'6T4MS8GDNQII', '0',
'D91VPZQXNVCJ', 'D',
'BGQGHGREUNBY', 'D',
'MLSHMA8SZPIX', '0',
'B8V3ZJHL4828', '0',
'751ZR789R7NQ', 'D',
'DSOWITV04QC2', '0',
'AS0JSG1S8SBG', '0',
'I538FEM92S93', 'D',
'YQOA58WP6MA2', '0',
'0UOYPE96J026', 'C',
'OE08AZJ5117C', '0',
'WLK7AZXQ9U88', 'C',
'LGMVX0F83C6Y', 'D',
'O7IDCIEJXWAJ', '0',
'4KMYPDH33OOB', '0',
'IYX5QIAXKLVH', 'D',
'IU1IY6EH2AEV', '0',
'0LJ8DB1ZVJ5A', '0',
'R9VNQ49CDC0H', 'D',
'RUJBLQ9EKLZE', '0',
'KJMLRIP5XEZG', '0',
'EXWHLI68G89P', '0',
'0CPQ77EIN480', 'C',
'507MTCE7T0K0', 'D',
'PG79MR97YYD5', 'D',
'EFB0O1KY8XTM', '0',
'SRPAYI1D879Q', 'D',
'JTUCZALVD4JS', '0',
'Z17V7ZWL0TFH', 'D',
'BOJMEUZIK1X9', '0',
'7FH099IG7CRA', '0',
'HDTEOQII4HTR', 'D',
'UW6H983DZU3L', '0',
'2DNXGAZHTLL7', '0',
'UC9S5RV01K3B', 'D',
'PIZW7C482TW2', 'D',
'D72WFK46WWMY', '0',
'O2NEDJEA7M7V', '0',
'NEEDBRZ844TI', 'D',
'NLT874QCICD3', '0',
'KTM0OGZI2BE7', 'D',
'CXW5REPHUQE2', 'A',
'WA5EZIIZSTSB', '0',
'BWAFUJPCF9PM', 'D',
'QTUAXBIH3Q9G', 'D',
'ALYCSOO8YM9E', 'D',
'V4RRD1GPME5H', '0',
'EK6BX0J2SXHW', '0',
'68403XHPFXP3', '0',
'K0VF0BT8CNWS', '0',
'I3EN1A5YEIAX', '0',
'0PYLNFDL569R', '0',
'ZRZJI6SWTYEY', '0',
'MYLRL4TGF0UV', 'D',
'9K1OG3SAWUIP', '0',
'EA1ASRCUBXU2', 'D',
'3DI6D696LKIT', '0',
'R0XYJK7EILO3', 'D',
'A52ABUSA5WZX', 'D',
'6DB91A6G14BT', 'D',
'U331ZP19H3JP', 'D',
'K9MYT88BDULP', '0',
'QWDHC85RWG0U', '0',
'9Y5DWILYE8XO', 'D',
'8KGFPVR1U88P', 'D',
'XZWUYW9U2VVQ', 'D',
'9Z8HJ24CQSSI', 'D',
'THSVI211TZ1E', '0',
'PRVVZDHDNLKJ', 'D',
'WYJVB407E82B', '0',
'6TNGHUD7G7WE', 'D',
'TTOT10EAHJYG', 'D',
'SES0KOHLKZHP', 'D',
'QBOOAYXU1N6N', '0',
'KCMD5QZ3RJBF', 'D',
'HZLXY10G4UX0', '0',
'W9U8SJQGER0T', '0',
'0RBJFRZNRMZ4', '0',
'3P4EYHRDGNK6', '0',
'VFZ9YHG5FUYD', '0',
'J108QBJV96UX', 'D',
'R6GH6YO0YU8D', '0',
'SCSUVV3F4XR2', 'D',
'RYWWP1MR63A8', '0',
'CQCFBCRHZ0O7', '0',
'SJZV1R6MGB82', 'D',
'G3FGPHK525OA', '0',
'GOSUI97RTXXQ', '0',
'IH4JO8TT5MN7', '0',
'JF9NAW6S04XO', '0',
'KBIZYR4EULTS', '0',
'30JI9EFJ191X', '0',
'OJ30EB8OAS0E', 'D',
'G213OCL4HM67', '0',
'AVU863441X40', 'D',
'RUN7KTAHTL0N', 'D',
'1Y0PKQHSJJ9R', '0',
'JNJQSG2Z3638', 'D',
'HSXZ6S435R7R', 'D',
'388HYQAW7Q8S', 'D',
'V2B3M5NOGGIV', 'D',
'69OA3LQNR8QN', '0',
'C9LYXNDV5DDS', '0',
'146VDPA8BYMI', '0',
'3VW0C0U5JPYU', 'D',
'AEQA5OUGJ8E5', '0',
'SBSXYQMGTK8O', 'D',
'KYYFAJSUKXF1', 'D',
'GJXDD2ZY66C4', '0',
'T1AN1QKFSWDA', '0',
'SVL7F1Z016KG', 'D',
'8DQ8IWWTVHZB', 'D',
'3LOVPBQTT4H0', '0',
'IK65F1GFRMZI', '0',
'HS1SDD23WWMR', 'D',
'2X0ZR5SW4S7D', '0',
'YXTUIIFL3CVR', 'B',
'QONLFQATAZV0', 'D',
'IKG0LMC33B62', '0',
'2169CC6VXZFE', '0',
'24AKD9ZMUYVC', 'D',
'072D331W3SB5', 'D',
'XX7QGGR6NHUQ', 'D',
'8SAHOCB4XTDU', '0',
'3OS2K3RFFSDC', 'D',
'L9X6D51SA01C', '0',
'4FQQ7J3V5W06', '0',
'ZXX7BLI34FG1', '0',
'PZNQ5S79YNW6', '0',
'7VLI4K8I5EWX', '0',
'IWGIGOR3HGFU', 'D',
'7YR8DHKWZA0S', '0',
'B0046INW5PZF', '0',
'1O71CUHOYXR9', '0',
'8IYF6MO7OUMN', 'D',
'99KG9L6Y2I70', 'D',
'J15E4UUUGHC6', '0',
'R100UOOYDN6U', '0',
'ZPVCSE2G2MSA', 'D',
'W57H9KATZ3PZ', '0',
'RVXFB6ACBL7Z', '0',
'X9JT8GFRG1E8', 'D',
'C6773R3X2WRD', 'D',
'UEXGNNK19FXW', '0',
'KU9SNUK0LCWH', '0',
'65DVG0H3QB4D', 'D',
'R6T7NHCIQ5AN', '0',
'4LRSDMAT0CV2', '0',
'FP0F5ZGMLAYB', 'D',
'ABTJJKMG52JI', '0',
'A5RZZGVUTDUH', 'D',
'0RWYJT8ZK07Z', '0',
'H1F6G1OSKL2A', '0',
'3ED4CSE7ZSMF', '0',
'EKQKPI8CPBED', '0',
'S22TMDUL3LC8', 'D',
'07SOJLUMGE69', 'D',
'B333O8LB8Q4S', 'D',
'M4OB5T82VSD4', '0',
'0QJM6IFARPO9', '0',
'USC94XM7H6MG', '0',
'4HJW6FN4EBCI', 'D',
'SSJH25X0HN4X', '0',
'80EFQ7O9T902', 'D',
'6X30FY6XILLI', '0',
'PHDD7AUYPWMA', 'D',
'HXHLBHUOYV9O', '0',
'92ZD47TEBOZ0', 'D',
'XTUNZRH9RRBG', '0',
'LP3NYCRIG23D', '0',
'9REXAKU1STCX', '0',
'3Q0PIJIAC0IH', '0',
'34KT14F6L4F7', '0',
'9S31EQ16NZ1R', '0',
'9HSZG860QGH4', 'D',
'D8RDJ6TYRAU8', '0',
'Z3IPQG6OTZXV', '0',
'51XXVSY8LCSO', '0',
'OLT9W58CRTE4', '0',
'5931NUKQTG0Q', 'D',
'F5AJD1BBMY63', '0',
'2PMWTVW9PXR0', '0',
'XQ3EKL6EOWZN', 'C',
'0ENCQWGAA2E6', '0',
'QYGVMTHNSQNK', '0',
'6PY9X7OOUAKU', 'D',
'J1N0N32N5K0U', '0',
'TKI88843V9A7', 'D',
'SMKP1UAVQF0Q', 'D',
'GQ4EQVSNCSP4', '0',
'1P94KZSN9U4C', '0',
'XC404JQM2VJM', 'D',
'JIBY2IVF3GOG', '0',
'HVYWDZPZVS2V', '0',
'BAO1UKW8CWVL', 'D',
'KGV63E1B7WMX', '0',
'WXB8CWYDM6FU', '0',
'W5X0IPFYUTMW', 'D',
'67COAI9I855M', 'B',
'IO8FD1UA786W', 'D',
'3OACHCCNAC9V', '0',
'NFHZFOIAOFLW', '0',
'CNJDG0UY1DPN', 'D',
'1YOWOF9IIZ7N', '0',
'DYXZ3BVUUUXR', '0',
'2G0257M6R7NG', '0',
'2LGYINR9CQ9W', '0',
'2LJE17ULO47G', '0',
'XIM9Y8UIM8JS', '0',
'OVN9GELMCZSU', '0',
'ZCKPBCWCY6CX', 'D',
'A1HDHFWEC0NG', '0',
'BVZRLOP2UF36', 'D',
'UWVUBG1G6P18', 'D',
'7R8H07FUDR1N', '0',
'D6R7GDCESKH3', '0',
'2OZOLUNB3D8B', 'D',
'AFK9EMT9I2FM', '0',
'05SDJZGN34ZN', 'D',
'8709C8LBQHRV', 'D',
'Y9SZBKK6V95K', 'D',
'I17M8IE2JPCN', '0',
'UJEAMXZG421G', 'D',
'AADW0CI8RRO5', 'D',
'JNE4DQIRQAH7', 'D',
'Z8NLWQO50JS3', 'D',
'1G2KTXR54FVW', '0',
'5WTLG2XLKRN5', '0',
'6WCQ3OCJSDQ5', 'B',
'K41FTMAZY08I', 'D',
'BA4LDZYSC0B5', '0',
'VMRMS9GMAF5P', '0',
'U4PCGSOO7GH7', '0',
'8L030AYELQ32', 'D',
'MQE8I4QI5CVT', 'D',
'5B0RVG4Z5678', 'D',
'3WF09J8Z306R', 'D',
'ROGQU2Y42CFY', 'D',
'6L6LVTHO1LO7', '0',
'IA5RGRTZPSP2', '0',
'2MTN21B51BDD', 'D',
'BCEFOI78LEAC', '0',
'D9CCWRD7T3BU', '0',
'K05043VJXMXR', '0',
'YZLAN9EZRPB9', '0',
'R829XRCVRVZV', 'D',
'G83DBEZZ3Y0J', 'D',
'558ZUNV0HE56', 'D',
'35UA6Z8AQEP5', 'D',
'IA95U3F3A3WE', '0',
'3GI4HPI6W1AH', '0',
'000NQHK84FX8', 'D',
'LLOLHFVL5XA8', 'D',
'YSQ60X3ROQL5', '0',
'ZSRH19SIOOZH', '0',
'P2KIYKD4EOUS', '0',
'3JGYTTV01CGG', 'D',
'XRDHOWB4FQDL', 'D',
'8WCUJ7RZBCXT', '0',
'Q628FOKHI5H4', '0',
'IYDXLUNYJYEN', '0',
'52R6HAXFE1ZV', '0',
'9JE8F5IOE1HS', 'D',
'WJGG6NPEHC5F', 'D',
'1MUSFWF9F3T7', '0',
'6VK6HFN9ZCB2', '0',
'VQPK1D0M3YV3', '0',
'N62Z11UHME2C', '0',
'XCA4R64N6IWT', '0',
'N38KR37OI4F0', 'D',
'B35PYQEJS8A8', '0',
'TRWQBSZX5XGY', 'B',
'YXDRCGQTR8IY', 'D',
'3KWPX52AYOZC', 'D',
'ZFLUZDMM12SQ', '0',
'PKC5WDAXPRWN', '0',
'GJVWOVXUQ2X8', '0',
'65PA7FQK2CN7', 'D',
'A5PIBQDE8203', '0',
'8F9U11WCEKXP', '0',
'JV0M5GOA6FUC', '0',
'LEZUYXB26HV8', '0',
'Z5JOUFUVZ2M3', 'D',
'Z3TCKQQJEYH4', 'C',
'QQU0X81TFN5C', '0',
'3SUE6QQS7GJF', 'D',
'Z8PK0VGVGAVZ', '0',
'UY6VJSEK25M4', 'D',
'VXDFMD6RPG5X', '0',
'FQ8AZ2OX4ZR7', 'D',
'LFM4FA59S36Y', '0',
'1ABN8RVEKIV3', '0',
'PMP20J1R0YEF', 'D',
'UJOJ6P7OREGI', '0',
'DP51U8RWC9GF', 'D',
'BVKGITZB3X8E', '0',
'0PA6CTUNGKOV', '0',
'XOIEMUL1NR0L', '0',
'NN28CW85ZMB8', 'D',
'PEFP6B29IJT1', 'D',
'EGJLOIFE9RI8', '0',
'HVQLSODFQSL4', '0',
'FE8ZDCUNYU3P', 'D',
'AVQF1LECHYLI', 'D',
'CI6X2OSKARU6', 'D',
'EB6HW8A7URI7', 'D',
'A65KXGBDIRXA', 'D',
'SG1OHGM2YZXX', '0',
'KADPM3YQ39J5', 'D',
'UCC9DCST4XGY', '0',
'H29M6KVCUHCH', '0',
'YDZX7OZKCO4A', '0',
'SHHGPCBQ2PCP', 'C',
'JFVO9EY3CSOL', 'D',
'PD57YQUUJ1ZA', 'D',
'RK4G2VKA7917', 'D',
'OLDXZKEPS8U3', '0',
'PBLMVH7QGIHM', 'D',
'S9K2N711HK7Q', 'B',
'JWDEMY0P86NT', '0',
'5ABXWGSCSM06', 'D',
'DO1RKTHLTF4G', '0',
'7Y49T3BENXS9', '0',
'75RVMDGAJ6Y8', '0',
'7EUBFJBW26IH', 'D',
